garrafa,lote,url,conteudo_qr
233,001,https://seu-dominio.com/?lote=001&garrafa=233&total=250,https://seu-dominio.com/?lote=001&garrafa=233&total=250
234,001,https://seu-dominio.com/?lote=001&garrafa=234&total=250,https://seu-dominio.com/?lote=001&garrafa=234&total=250
235,001,https://seu-dominio.com/?lote=001&garrafa=235&total=250,https://seu-dominio.com/?lote=001&garrafa=235&total=250
236,001,https://seu-dominio.com/?lote=001&garrafa=236&total=250,https://seu-dominio.com/?lote=001&garrafa=236&total=250
237,001,https://seu-dominio.com/?lote=001&garrafa=237&total=250,https://seu-dominio.com/?lote=001&garrafa=237&total=250
238,001,https://seu-dominio.com/?lote=001&garrafa=238&total=250,https://seu-dominio.com/?lote=001&garrafa=238&total=250
239,001,https://seu-dominio.com/?lote=001&garrafa=239&total=250,https://seu-dominio.com/?lote=001&garrafa=239&total=250
240,001,https://seu-dominio.com/?lote=001&garrafa=240&total=250,https://seu-dominio.com/?lote=001&garrafa=240&total=250
241,001,https://seu-dominio.com/?lote=001&garrafa=241&total=250,https://seu-dominio.com/?lote=001&garrafa=241&total=250
242,001,https://seu-dominio.com/?lote=001&garrafa=242&total=250,https://seu-dominio.com/?lote=001&garrafa=242&total=250
243,001,https://seu-dominio.com/?lote=001&garrafa=243&total=250,https://seu-dominio.com/?lote=001&garrafa=243&total=250
244,001,https://seu-dominio.com/?lote=001&garrafa=244&total=250,https://seu-dominio.com/?lote=001&garrafa=244&total=250
245,001,https://seu-dominio.com/?lote=001&garrafa=245&total=250,https://seu-dominio.com/?lote=001&garrafa=245&total=250
246,001,https://seu-dominio.com/?lote=001&garrafa=246&total=250,https://seu-dominio.com/?lote=001&garrafa=246&total=250
247,001,https://seu-dominio.com/?lote=001&garrafa=247&total=250,https://seu-dominio.com/?lote=001&garrafa=247&total=250
248,001,https://seu-dominio.com/?lote=001&garrafa=248&total=250,https://seu-dominio.com/?lote=001&garrafa=248&total=250
249,001,https://seu-dominio.com/?lote=001&garrafa=249&total=250,https://seu-dominio.com/?lote=001&garrafa=249&total=250
250,001,https://seu-dominio.com/?lote=001&garrafa=250&total=250,https://seu-dominio.com/?lote=001&garrafa=250&total=250
